verse_number,english_verse,translation_verse
16,Obey the Lord's teachings and you will live— disobey and you will die.,"Deɛ ɔdi nkyerɛkyerɛ so no bɔ ne nkwa ho ban, na deɛ ɔgyaagyaa ne ho no bɛwu."
17,"Caring for the poor is lending to the Lord, and you will be well repaid.","Deɛ ɔyɛ adɔeɛ ma ohiani no yɛ de fɛm Awurade, na ɔbɛtua no deɛ ɔyɛ no so ka."
18,"Correct your children before it's too late; if you don't punish them, trouble will come their way.","Tene wo ba, na ɛno mu na anidasoɔ wɔ, na ɛnyɛ wɔn a wɔde no kɔ owuo mu no mu baako."
19,"People with bad tempers are always in trouble, and they need help over and over again.",Ɛsɛ sɛ onipa a nʼakoma ha no no tua so ka; sɛ woka ma no a wobɛyɛ bio.
20,"Pay attention to advice and accept correction, so you can live sensibly.","Tie afotuo na gye nkyerɛkyerɛ to mu, na awieeɛ no, wobɛhunu nyansa."
21,"We may make a lot of plans, but the Lord will do what he has decided.","Nhyehyɛeɛ bebree wɔ onipa akoma mu, nanso deɛ Awurade pɛ no na ɛba mu."
22,What matters most is loyalty. It's better to be poor than to be a liar.,Deɛ onipa pɛ ne nokorɛ dɔ; ɛyɛ sɛ wobɛyɛ ohiani sene sɛ wobɛyɛ ɔtorofoɔ.
23,"Showing respect to the Lord brings true life— if you do it, you can relax without fear of danger.",Awurade suro kɔ nkwa mu; na onipa de abotɔyam home a ɔhaw bi nni mu.
24,Some people are too lazy to lift a hand to feed themselves.,Ɔkwadwofoɔ nsa ka ayowaa mu na ɔremma so mpo nkɔ nʼano!
25,Stupid fools learn good sense by seeing others punished; a sensible person learns by being corrected.,"Twa ɔfɛdifoɔ mmaa, na atetekwaa bɛfa adwene; ka deɛ ɔwɔ nhunumu anim, na ɔbɛnya nimdeɛ."
26,Disgraceful children rob their father and chase their mother away.,Deɛ ɔbɔ nʼagya korɔno na ɔpamo ne maame no yɛ ɔba a ɔde aniwuo ne animguaseɛ ba.
27,"If you stop learning, you will forget what you already know.","Me ba, sɛ wogyae nkyerɛkyerɛ tie a, wobɛmane afiri nimdeɛ nsɛm ho."
28,"A lying witness makes fun of the court system, and criminals think crime is really delicious.",Adansekurumni di atɛntenenee ho fɛw; na omumuyɛfoɔ ano mene bɔne.
29,A stupid fool should expect to be punished.,"Wɔasiesie asotwe ama fɛdifoɔ, ne mmaabɔ ama nkwaseafoɔ akyi."
1,It isn't smart to get drunk! Drinking makes a fool of you and leads to fights.,Nsa yɛ ɔfɛdifoɔ na nsaden yɛ ntɔkwapɛfoɔ; na obiara a nsã bɛma wafom ɛkwan no nnyɛ onyansafoɔ.
2,"An angry ruler is like a roaring lion— make either one angry, and you are dead.",Ɔhene abufuhyeɛ te sɛ gyata mmobom; na deɛ ɔhyɛ no abufuo no de nkwa twa so.
3,It makes you look good when you avoid a fight— only fools love to quarrel.,"Ɛyɛ onipa animuonyam sɛ ɔbɛkwati akasakasa, nanso ogyimifoɔ biara pɛ ntɔkwa."
4,"If you are too lazy to plow, don't expect a harvest.",Onihafoɔ mfuntum nʼasase wɔ ne berɛ mu; enti ɛduru twaberɛ a ɔnnya hwee.
5,"Someone's thoughts may be as deep as the ocean, but if you are smart, you will discover them.","Onipa akoma apɛdeɛ yɛ subunu mu, nanso onipa a ɔwɔ nhunumu no twetwe."
6,"There are many who say, “You can trust me!” But can they be trusted?","Nnipa dodoɔ no ara ka sɛ wɔwɔ ɔdɔ a ɛnsa da, na hwan na ɔbɛtumi ahunu ɔnokwafoɔ?"
7,"Good people live right, and God blesses the children who follow their example.",Ɔteneneeni bu ɔbra kronkron; nhyira ne ne mma a wɔba nʼakyi.
8,"When rulers decide cases, they weigh the evidence.","Sɛ ɔhene tena nʼahennwa so bu atɛn a, ɔde nʼani huhu bɔne nyinaa so gu."
9,"Can any of us really say, “My thoughts are pure, and my sins are gone”?","Hwan na ɔbɛtumi aka sɛ, “Mapra mʼakoma mu; meyɛ kronn na menni bɔne”?"
10,Two things the Lord hates are dishonest scales and dishonest measures.,Nkariboɔ ne susudua a ɛnyɛ papa no Awurade kyiri ne mmienu.
11,The good or bad that children do shows what they are like.,"Mpo wɔnam abɔfra nneyɛɛ so hunu no, sɛ ne suban yɛ kronn ne papa."
12,Hearing and seeing are gifts from the Lord.,"Aso a wɔde te asɛm ne ani a wɔde hunu adeɛ, Awurade na wayɛ ne mmienu."
13,"If you sleep all the time, you will starve; if you get up and work, you will have enough food.","Mma nna nyɛ wo dɛ, na woanni hia; ɛnna, na wobɛnya aduane ama abu so."
14,Everyone likes to brag about getting a bargain.,"Ɔtɔfoɔ ka sɛ, “Ɛnyɛ, ɛnyɛ!” nanso sɛ ɔkɔ a, ɔde deɛ watɔ no hoahoa ne ho."
16,You deserve to lose your coat if you loan it to someone to guarantee payment for the debt of a stranger.,"Fa obi a ɔdi ɔhɔhoɔ akagyinamu atadeɛ; sɛ ɔregyina ɔbaa huhufoɔ akyi a, fa si awowa."
17,"The food you get by cheating may taste delicious, but it turns to gravel.","Aduane a wɔnya no ɛkwan bɔne so no yɛ onipa anomu dɛ, nanso akyire no ɛdane mmosea wɔ nʼanom."
18,Be sure you have sound advice before making plans or starting a war.,"Pɛ afotuo yɛ wo nhyehyɛeɛ; sɛ wotu ɔsa a, nya ho akwankyerɛ."
19,Stay away from gossips— they tell everything.,Osekuni da kokoamsɛm adi; enti twe wo ho firi onipa a ɔkasa bebree ho.
20,Children who curse their parents will go to the land of darkness long before their time.,"Sɛ obi dome nʼagya anaasɛ ne maame a, wɔbɛdum ne kanea wɔ esum kabii mu."
21,Getting rich quick may turn out to be a curse.,Agyapadeɛ a wɔpere ho nya no ahyɛaseɛ no renyɛ nhyira akyire no.
22,"Don't try to get even. Trust the Lord, and he will help you.","Nka sɛ, “Mɛtua wo saa bɔne yi so ka!” Twɛn Awurade, na ɔbɛgye wo."
23,The Lord hates dishonest scales and dishonest weights. So don't cheat!,"Awurade kyiri nkariboɔ a ɛnyɛ papa, na nsisie nsania nso nsɔ nʼani."
24,How can we know what will happen to us when the Lord alone decides?,Awurade na ɔkyerɛ onipa anammɔntuo. Na ɛbɛyɛ dɛn na obi bɛte nʼankasa akwan ase?
25,Don't fall into the trap of making promises to God before you think!,"Obi pɛ ntɛm hyɛ bɔ, ansa na wadwene ho a, ɔsum ne ho afidie."
26,A wise ruler severely punishes every criminal.,Ɔhene nyansafoɔ hunu amumuyɛfoɔ; na ɔde ayuyamfidie hankra fa wɔn so.
27,"Our inner thoughts are a lamp from the Lord, and they search our hearts.","Awurade kanea hwehwɛ onipa honhom mu, ɛhwehwɛ ne mu baabiara."
28,"Rulers are protected by God's mercy and loyalty, but they must be merciful for their kingdoms to last.",Ɔdɔ ne nokorɛdie bɔ ɔhene ho ban; nʼadɔeɛ ma nʼahennwa tim.
29,"Young people take pride in their strength, but the gray hairs of wisdom are even more beautiful.","Mmeranteɛ animuonyam ne wɔn ahoɔden, tidwono nso ne mmasiriwa animuonyam."
30,A severe beating can knock all of the evil out of you!,Ɔhweɛ ne apirakuro hohoro amumuyɛ mmaaka te akoma mu.
1,"The Lord controls rulers, just as he determines the course of rivers.",Ɔhene akoma da Awurade nsam; ɔkyerɛ no ɛkwan te sɛ asutene ma ɔkɔ baabiara a ɔpɛ.
2,"We may think we are doing the right thing, but the Lord always knows what is in our hearts.","Onipa akwan nyinaa tene wɔ nʼani so, nanso Awurade na ɔkari akoma."
3,Doing what is right and fair pleases the Lord more than an offering.,Sɛ woyɛ adepa ne adeɛ a ɛtene a ɛsɔ Awurade ani sene afɔrebɔ.
4,"Evil people are proud and arrogant, but sin is the only crop they produce.","Ani a ɛtra ntɔn ne ahomasoɔ akoma, ne amumuyɛfoɔ asetena nyinaa yɛ bɔne!"
6,Cheating to get rich is a foolish dream and no less than suicide.,Ahonya a nkontompo tɛkrɛma de ba no yɛ huhuro ne owuo afidie.
7,You destroy yourself by being cruel and violent and refusing to live right.,"Amumuyɛfoɔ basabasayɛ bɛtwe wɔn akɔ, ɛfiri sɛ wɔmpɛ sɛ wɔyɛ deɛ ɛtene."
8,"All crooks are liars, but anyone who is innocent will do right.","Onipa a ɔdi fɔ no akwan yɛ kɔntɔnkye, na deɛ ne ho nni asɛm no adeyɛ tene."
9,It's better to stay outside on the roof of your house than to live inside with a nagging wife.,Suhyɛ twɛtwɛwa ase baabi tena yɛ sene sɛ wo ne ɔyere ntɔkwapɛfoɔ bɛtena efie.
10,"Evil people want to do wrong, even to their friends.",Omumuyɛfoɔ kɔn dɔ bɔne; ɔnni ahummɔborɔ mma ne yɔnko.
11,An ignorant fool learns by seeing others punished; a sensible person learns by being instructed.,"Sɛ wɔtwe fɛdifoɔ aso a, ntetekwaafoɔ hunu nyansa, sɛ wɔkyerɛkyerɛ onyansafoɔ a, ɔnya nimdeɛ."
12,God is always fair! He knows what the wicked do and will punish them.,Ɔteneneeni no nim deɛ ɛrekɔso wɔ omumuyɛfoɔ fie na ɔde omumuyɛfoɔ no kɔ ɔsɛeɛ mu.
13,"If you won't help the poor, don't expect to be heard when you cry out for help.","Sɛ onipa sisi nʼaso wɔ mmɔborɔni su ho a ɔno nso bɛsu afrɛ, na wɔrennye no so."
14,A secret bribe will save you from someone's fierce anger.,"Kokoam adekyɛ dwodwo akoma, kɛtɛasehyɛ nso pata abufuhyeɛ."
15,"When justice is done, good citizens are glad and crooks are terrified.","Sɛ wobu atɛntenenee a, teneneefoɔ anigye nanso ɛyɛ ahunahuna ma abɔnefoɔ."
16,"If you stop using good sense, you will find yourself in the grave.",Onipa a ɔmane firi nhunumu kwan soɔ no bɛhome wɔ awufoɔ fekuo mu.
17,Heavy drinkers and others who live only for pleasure will lose all they have.,Deɛ ɔdi ahosɛpɛ akyi no bɛyɛ ohiani; deɛ ɔpɛ nsã ne ngo no rennya ne ho da.
18,"God's people will escape, but all who are wicked will pay the price.","Amumuyɛfoɔ de wɔn nkwa to hɔ ma teneneefoɔ, na atorofoɔ yɛ saa ma wɔn a wɔyɛ pɛ."
19,"It's better out in the desert than at home with a nagging, complaining wife.","Ɛyɛ sɛ wobɛtena ɛserɛ so, sene sɛ wo ne ɔyere ntɔkwapɛfoɔ a nʼakoma ha no bɛtena."
20,Be sensible and store up precious treasures— don't waste them like a fool.,"Nnuane pa ne ngo ayɛ onyansafoɔ fie ma, nanso ɔkwasea di deɛ ɔwɔ nyinaa."
21,"If you try to be kind and good, you will be blessed with life and goodness and honor.","Deɛ ɔti tenenee ne ɔdɔ no ɔnya nkwa, yiedie ne animuonyam."
22,One wise person can defeat a city full of soldiers and capture their fortress.,Onyansafoɔ to hyɛ ahoɔdenfoɔ kuropɔn so na ɔdwiri abandenden a wɔn werɛ hyɛ mu gu fam.
23,Watching what you say can save you a lot of trouble.,Deɛ ɔkora nʼano ne ne tɛkrɛma no ɔtwe ne ho firi amanenya ho.
24,"If you are proud and conceited, everyone will say, “You're a snob!”","Ɔhantanni a ɔma ne ho so no, ne din ne “Ɔfɛdifoɔ” ɔde ahantan ntrasoɔ yɛ adeɛ."
25,"If you want too much and are too lazy to work, it could be fatal.","Deɛ ɔkwadwofoɔ kɔn dɔ no bɛyɛ owuo ama no, ɛfiri sɛ ne nsa mpɛ adwumayɛ."
26,But people who obey God are always generous.,"Ɛda mu nyinaa ɔpere sɛ ɔbɛnya bebree, nanso ɔteneneeni deɛ, ɔma a ɔnnodo ho."
27,The Lord despises the offerings of wicked people with evil motives.,"Omumuyɛfoɔ afɔrebɔ yɛ akyiwadeɛ, ne titire ne sɛ ɔde adwemmɔne bata ho."
28,"If you tell lies in court, you are done for; only a reliable witness can do the job.","Adansekurumdini bɛyera, na obiara a ɔtie noɔ no nso wɔbɛsɛe no."
29,"Wicked people bluff their way, but God's people think before they take a step.","Amumuyɛfoɔ di akakabensɛm na ɔteneneeni deɛ, ɔdwene nʼakwan ho."
30,"No matter how much you know or what plans you make, you can't defeat the Lord.","Nyansa, nhunumu ne nhyehyɛeɛ biara nni hɔ a ɛbɛtumi ayɛ yie atia Awurade."
31,"Even if your army has horses ready for battle, the Lord will always win.","Wɔsiesie apɔnkɔ ma ɔko da, nanso nkonimdie yɛ Awurade dea."
6,"Teach your children right from wrong, and when they are grown they will still do right.","Kyerɛ abɔfra ɛkwan a ɔmfa so, na sɛ ɔnyini a ɔremfiri so."
7,"The poor are ruled by the rich, and those who borrow are slaves of moneylenders.","Adefoɔ di ahiafoɔ so, na boseagyeni yɛ deɛ ɔde fɛm ɔsomfoɔ."
8,"Troublemakers get in trouble, and their terrible anger will get them nowhere.",Deɛ ɔdua amumuyɛsɛm no twa ɔhaw na wɔbɛsɛe nʼabufuhyeɛ abaa.
9,The Lord blesses everyone who freely gives food to the poor.,Ɔyamyɛfoɔ bɛnya nhyira ɛfiri sɛ ɔne ahiafoɔ kyɛ nʼaduane.
10,"Arguments and fights will come to an end, if you chase away those who insult others.",Pam ɔfɛdifoɔ na basabasayɛ nso bɛkɔ; ntɔkwa ne atɛnnidie to atwa.
11,The king is the friend of all who are sincere and speak with kindness.,Obi a ɔdɔ akoma a emu teɛ na ne kasa ho yɛ nyam bɛnya ɔhene afa no adamfo.
13,"Don't be so lazy that you say, “If I go to work, a lion will eat me!”","Ɔkwadwofoɔ ka sɛ, “Gyata bi wɔ mfikyire hɔ!” anaasɛ, “Wɔbɛkum me wɔ mmɔntene so.”"
14,"The words of a bad woman are like a deep pit; if you make the Lord angry, you will fall right in.",Ɔbaa waresɛefoɔ anomu yɛ amena donkudonku; deɛ ɔhyɛ Awurade abufuo ase no bɛtɔ mu.
15,"All children are foolish, but firm correction will make them change.","Agyimisɛm kyekyere abɔfra akoma ho, nanso ntenesoɔ abaa bɛpamo akɔ akyiri."
16,Cheat the poor to make profit or give gifts to the rich— either way you lose. Thirty Wise Sayings,"Obi bɛsisi ohiani de apɛ ahonya anaa ɔbɛkyɛ ɔdefoɔ adeɛ, ne nyinaa de no kɔ ohia mu. Anyansasɛm"
17,"Here are some sayings of people with wisdom, so listen carefully as I teach.","Yɛ aso na tie anyansasɛm yi; fa wʼakoma di me nkyerɛkyerɛ akyi,"
18,You will be glad that you know these sayings and can recite them.,"ɛfiri sɛ ɛyɛ sɛ wokora saa nsɛm yi wɔ wʼakoma mu, na ne nyinaa ada wʼano."
19,"I am teaching them today, so that you may trust the Lord.","Sɛdeɛ wode wo ho bɛto Awurade so, merekyerɛkyerɛ wo ɛnnɛ, aane wo."
20,I have written thirty sayings filled with sound advice.,"Mentwerɛɛ mmɛ aduasa mmaa wo, deɛ ɛyɛ afotusɛm ne nimdeɛ,"
21,You can trust them completely to give you the right words for those in charge of you. –,"a ɛkyerɛkyerɛ wo nokorɛ ne deɛ akyinnyeɛ nni ho, sɛdeɛ wobɛnya mmuaeɛ pa ama deɛ ɔsomaa woɔ no anaa?"
22,Don't take advantage of the poor or cheat them in court.,"Mmɔ ahiafoɔ korɔno, sɛ wɔyɛ ahiafoɔ enti, na nnsisi wɔn a wɔnni bie wɔ asɛnniiɛ,"
23,"The Lord is their defender, and what you do to them, he will do to you. –",ɛfiri sɛ Awurade bɛdi wɔn asɛm ama wɔn na wafom afa wɔn a wɔfom ahiafoɔ fa.
24,Don't make friends with anyone who has a bad temper.,"Mfa obi a ne bo ha no adamfo, na mmfa wo ho mmɔ deɛ ne bo nkyɛre fu,"
25,You might turn out like them and get caught in a trap. –,"anyɛ saa a, wobɛsua nʼakwan na woakɔtɔ afidie mu."
26,Don't guarantee to pay someone else's debt.,"Ɛnyɛ deɛ ɔde ne nsa hyɛ krataa ase di agyinamu, anaasɛ deɛ ɔdi akagyinamu;"
27,"If you don't have the money, you might lose your bed. –",na sɛ wonni deɛ wɔde tua a wɔbɛhwan wo mpa mpo afiri wʼase.
28,Don't move a boundary marker set up by your ancestors. –,Ntutu tete aboɔ a wɔde ato hyeɛ; deɛ wo nananom de sisii hɔ no.
29,"If you do your job well, you will work for a ruler and never be a slave.","Wohunu odwumayɛfoɔ a ne nsa akokwa nʼadwuma ho anaa? Ahemfo anim na ɔbɛsom, na ɔrensom wɔ mpapahwekwaa anim."
6,"Don't accept an invitation to eat a selfish person's food, no matter how good it is.",Nni obi a ɔyɛ pɛpɛɛ aduane nni nʼakɔnnɔ aduane akyi;
1,"When you are invited to eat with a king, use your best manners.","Sɛ wo ne ɔhene bi to nsa didi a, hwɛ deɛ ɛsi wʼanim no yie,"
2,Don't go and stuff yourself! That would be just the same as cutting your throat.,"Sɛ woyɛ adidibrada a, hyɛ wo ho so."
3,Don't be greedy for all of that fancy food! It may not be so tasty. –,"Nni nʼaduane akɔnnɔ akɔnnɔ no akyi, ɛfiri sɛ saa aduane no daadaa nnipa."
7,"People like that take note of how much you eat. They say, “Take all you want!” But they don't mean it.","ɛfiri sɛ ɔyɛ obi a ɛberɛ biara ɔdwene sika ho. Ɔka sɛ, “Didi na nom,” nanso ɛnyɛ nʼakoma mu."
4,Give up trying so hard to get rich.,Mmiri wo mogya ani mpɛ sika; hunu nyansa na to wo bo ase.
5,"Your money flies away before you know it, just like an eagle suddenly taking off. –","Wʼani bɔɔ sika so ara pɛ, na atu ayera, ampa ara ɛbɛfu ntaban na atu akɔ ewiem sɛ ɔkɔdeɛ."
8,"Each bite will come back up, and all your kind words will be wasted. –",Kakra a woadi no wobɛfe na ɛno enti wo nkamfo ho remma mfasoɔ.
9,Don't talk to fools— they will make fun of you. –,"Nkasa nkyerɛ ɔkwasea, ɛfiri sɛ ɔremfa nyansa a ɛwɔ wo kasa mu no."
10,Don't move a boundary marker or take the land that belongs to orphans.,"Ntutu tete aboɔ a wɔde ato hyeɛ ngu, na ntra hyeɛ nkɔ nwisiaa mfuo mu,"
19,"Listen to me, my children! Be wise and have enough sense to follow the right path.","Me ba, tie, na hunu nyansa, ma wʼakoma mfa ɛkwan tenenee so."
20,Don't be a heavy drinker or stuff yourself with food.,"Mfa wo ho mmɔ akɔwensafoɔ anaasɛ wɔn a wɔpɛ ɛnam mmorosoɔ,"
21,"It will make you feel drowsy, and you will end up poor with only rags to wear. –","ɛfiri sɛ, akɔwensafoɔ ne adidibradafoɔ bɛyɛ ahiafoɔ, na anikum fira wɔn ntomago."
22,"Pay attention to your father, and don't neglect your mother when she grows old.","Tie wʼagya a ɔwoo woɔ no, na sɛ wo maame bɔ aberewa a, mmu no animtia."
23,"Invest in truth and wisdom, discipline and good sense, and don't part with them.","Tɔ nokorɛ na ntɔn da; nya nyansa, ahohyɛsoɔ ne nhunumu."
24,Make your father truly happy by living right and showing sound judgment.,Ɔteneneeni agya wɔ anigyeɛ bebree; deɛ ɔwɔ ɔba nyansafoɔ no anigye ne ho.
25,"Make your parents proud, especially your mother. –",Ma wʼagya ne wo maame ani nnye; ma ɔbaa a ɔwoo woɔ no nnya ahosɛpɛ.
26,"My son, pay close attention, and gladly follow my example.","Me ba, fa wʼakoma ma me na ma wʼani nkɔ mʼakwan ho,"
27,Bad women and unfaithful wives are like a deep pit—,na odwamanfoɔ yɛ amena donkudonku ɔyere sansani yɛ ɔdaadaafoɔ.
28,they are waiting to attack you like a gang of robbers with victim after victim. –,"Ɔtɛ, twɛn, te sɛ ɔkwanmukafoɔ na ɔma mmarima mu atorofoɔ dɔɔso."
29,Who is always in trouble? Who argues and fights? Who has cuts and bruises? Whose eyes are red?,Hwan na wɔadome no? Hwan na ɔdi awerɛhoɔ? Hwan na ɔdi apereapereɛ? Hwan na ɔnwiinwii? Hwan na wapirapira hunaa? Hwan na mogya ada nʼani so?
30,"Everyone who stays up late, having just one more drink.","Wɔn a wɔkyɛre nsã ho, na wɔka nsã a wɔafrafra hwɛ."
31,"Don't even look at that colorful stuff bubbling up in the glass! It goes down so easily,","Nhwɛ nsã ani kɔkɔɔ no haa, ɛberɛ a ɛretwa yerɛ yerɛ wɔ kuruwa mu, na ɛkɔ yɔɔ no."
32,but later it bites like a poisonous snake.,Awieeɛ no ɛka te sɛ ɔwɔ na ɛwɔ borɔ te sɛ ahurutoa.
33,"You will see weird things, and your mind will play tricks on you.","Wʼani bɛhunu nneɛma a wonhunuu da, na woadwene nneɛma basabasa ho."
34,You will feel tossed about like someone trying to sleep on a ship in a storm.,"Wobɛtɔ ntintan te sɛ hyɛn mu dwumayɛni a, ɔkura ɛhyɛn dua a, ɛrehinhim mu den, na ɛdenkye denkye wɔ ɛpo so."
